construction_type,new_construction,elevator,floors_in_the_building,floor_area,number_of_rooms,number_of_bathrooms,ceiling_height,floor,balcony,furniture,renovation,price,currency,datetime,reg_id,Latitude,Longitude
Monolith,1.0,1.0,15.0,96.0,3.0,2.0,3.0,7.0,Open balcony,Available,Major Renovation,185000.0,USD,2022-11-25,1,40.2049242,44.5400546
Panels,0.0,1.0,9.0,97.0,3.0,1.0,2.75,6.0,Open balcony,By agreement,Major Renovation,138000.0,USD,2022-11-25,1,40.2017171,44.499469
Panels,0.0,1.0,9.0,66.0,2.0,1.0,2.75,5.0,Multiple balconies,,Partial Renovation,64000.0,USD,2022-11-25,1,40.1986923,44.5684849
Stone,0.0,0.0,4.0,140.0,3.0,2.0,3.0,2.0,Open balcony,Available,Designer Renovation,375000.0,USD,2022-11-25,1,40.1880001,44.5175765
Stone,0.0,0.0,4.0,72.0,3.0,1.0,2.6,1.0,Not available,Available,Euro Renovation,90000.0,USD,2022-11-25,1,40.1379347,44.4787217
Stone,0.0,0.0,5.0,61.0,2.0,2.0,3.0,4.0,Open balcony,,Euro Renovation,194000.0,USD,2022-11-25,1,40.1830977,44.510417
Monolith,1.0,1.0,14.0,71.0,3.0,1.0,3.0,11.0,Open balcony,Not available,No Renovation,110000.0,USD,2022-11-25,1,40.1912299,44.4713366
Stone,0.0,0.0,4.0,33.0,1.0,1.0,3.0,2.0,Closed balcony,,Designer Renovation,135000.0,USD,2022-11-25,1,40.1830977,44.510417
Stone,0.0,0.0,5.0,43.0,2.0,1.0,2.8,5.0,Closed balcony,Available,Euro Renovation,75000.0,USD,2022-11-25,1,40.2057999,44.5062259
Stone,0.0,0.0,6.0,50.0,2.0,1.0,3.0,5.0,Not available,Available,Major Renovation,87000.0,USD,2022-11-25,1,40.1949713,44.4880394
Monolith,1.0,1.0,9.0,183.0,4.0,2.0,3.0,4.0,Open balcony,Available,Major Renovation,480000.0,USD,2022-11-25,1,40.1792461,44.5095374
Stone,0.0,0.0,5.0,31.0,1.0,1.0,2.6,5.0,Open balcony,Not available,Partial Renovation,66000.0,USD,2022-11-25,1,40.1658586,44.5131713
Stone,0.0,0.0,5.0,69.0,3.0,1.0,3.0,3.0,Multiple balconies,Available,Euro Renovation,175000.0,USD,2022-11-25,1,40.1820619,44.5208837
Stone,0.0,0.0,5.0,73.0,3.0,1.0,3.0,4.0,Closed balcony,Available,Euro Renovation,153000.0,USD,2022-11-25,1,40.1830977,44.510417
Stone,0.0,0.0,5.0,79.0,3.0,1.0,2.8,5.0,Multiple balconies,Not available,Old Renovation,89000.0,USD,2022-11-25,1,40.2057999,44.5062259
Stone,0.0,0.0,5.0,45.0,1.0,1.0,3.0,2.0,Closed balcony,Not available,Old Renovation,115000.0,USD,2022-11-25,1,40.1792461,44.5095374
Panels,0.0,1.0,11.0,87.0,3.0,1.0,3.0,7.0,Multiple balconies,Available,Cosmetic Renovation,131000.0,USD,2022-11-25,1,40.1792461,44.5095374
Monolith,1.0,1.0,9.0,99.0,3.0,1.0,3.0,9.0,Not available,Available,Major Renovation,255000.0,USD,2022-11-25,1,40.1792461,44.5095374
Stone,0.0,1.0,8.0,139.0,3.0,1.0,2.7,6.0,Multiple balconies,Available,Major Renovation,330000.0,USD,2022-11-25,1,40.1922371,44.5041657
Panels,0.0,1.0,9.0,67.0,2.0,1.0,2.8,5.0,Multiple balconies,Available,Old Renovation,135000.0,USD,2022-11-25,1,40.1880001,44.5175765
Stone,0.0,1.0,7.0,72.0,2.0,1.0,2.75,3.0,Multiple balconies,Not available,Major Renovation,170000.0,USD,2022-11-25,1,40.1897015,44.5286554
Monolith,1.0,1.0,22.0,94.0,2.0,1.0,3.0,18.0,Open balcony,By agreement,Major Renovation,480000.0,USD,2022-11-25,1,40.1820619,44.5208837
Stone,0.0,1.0,5.0,86.0,3.0,1.0,3.0,3.0,Open balcony,Available,Major Renovation,255000.0,USD,2022-11-25,1,40.1815734,44.520049
Monolith,1.0,1.0,6.0,145.0,4.0,2.0,3.0,2.0,Open balcony,Available,Major Renovation,1250.6,AMD,2022-11-25,1,40.1871574,44.5180772
Monolith,1.0,1.0,8.0,209.0,4.0,3.0,3.0,5.0,Open balcony,Available,Major Renovation,850000.0,USD,2022-11-25,1,40.1871574,44.5180772
Panels,0.0,1.0,10.0,76.0,2.0,1.0,2.75,10.0,Closed balcony,Available,Major Renovation,150000.0,USD,2022-11-25,1,40.1739979,44.5213035
Stone,0.0,0.0,5.0,110.0,3.0,1.0,3.0,3.0,Open balcony,Available,Major Renovation,372000.0,USD,2022-11-25,1,40.1851571,44.5206
Stone,0.0,0.0,4.0,93.0,3.0,1.0,3.2,2.0,Open balcony,Available,Partial Renovation,195000.0,USD,2022-11-25,1,40.1830977,44.510417
Stone,0.0,0.0,5.0,120.0,4.0,2.0,2.75,3.0,Open balcony,By agreement,Partial Renovation,195000.0,USD,2022-11-25,1,40.1815734,44.520049
Panels,0.0,1.0,9.0,90.0,4.0,1.0,2.8,2.0,Closed balcony,Available,Major Renovation,150000.0,USD,2022-11-25,1,40.2053451,44.4984591
Monolith,1.0,1.0,8.0,149.0,4.0,3.0,3.0,2.0,Not available,Available,Major Renovation,320000.0,USD,2022-11-25,1,40.1789765,44.5247991
Stone,0.0,0.0,5.0,90.0,3.0,1.0,3.2,4.0,Open balcony,Available,Major Renovation,225000.0,USD,2022-11-25,1,40.188272,44.5199419
Stone,0.0,0.0,5.0,68.0,3.0,1.0,3.0,3.0,Multiple balconies,By agreement,Major Renovation,175000.0,USD,2022-11-25,1,40.1820619,44.5208837
Monolith,1.0,1.0,18.0,260.0,4.0,2.0,3.0,18.0,Open balcony,Available,Major Renovation,470000.0,USD,2022-11-25,1,40.2026752,44.5067101
Monolith,1.0,1.0,12.0,88.0,3.0,2.0,3.0,4.0,Open balcony,Not available,Cosmetic Renovation,250000.0,USD,2022-11-25,1,40.1813324,44.5145872
Stone,0.0,1.0,6.0,76.0,2.0,1.0,3.2,3.0,Closed balcony,By agreement,Partial Renovation,255000.0,USD,2022-11-25,1,40.1880001,44.5175765
Panels,0.0,1.0,9.0,45.0,2.0,1.0,2.75,5.0,Open balcony,Available,Major Renovation,200000.0,USD,2022-11-25,1,40.1844812,44.5059276
Monolith,1.0,1.0,14.0,95.0,3.0,2.0,3.0,4.0,Multiple balconies,Available,Major Renovation,165000.0,USD,2022-11-25,1,40.2174401,44.5467774
Monolith,1.0,1.0,11.0,60.0,2.0,1.0,3.0,11.0,Open balcony,Available,Major Renovation,275000.0,USD,2022-11-25,1,40.1813324,44.5145872
Monolith,1.0,1.0,10.0,99.0,3.0,2.0,3.0,2.0,Not available,Available,Major Renovation,330000.0,USD,2022-11-25,1,40.1792461,44.5095374
Stone,0.0,0.0,5.0,90.0,4.0,1.0,3.0,3.0,Open balcony,By agreement,Euro Renovation,300000.0,USD,2022-11-25,1,40.1829508,44.5166621
Panels,0.0,1.0,12.0,100.0,3.0,2.0,2.8,5.0,Open balcony,Available,Euro Renovation,240000.0,USD,2022-11-25,1,40.1820619,44.5208837
Panels,0.0,1.0,9.0,90.0,4.0,1.0,2.8,4.0,Multiple balconies,Not available,Euro Renovation,74000.0,USD,2022-11-25,1,40.1733547,44.5679208
Panels,0.0,1.0,9.0,43.0,1.0,1.0,2.75,4.0,Closed balcony,,Old Renovation,50000.0,USD,2022-11-25,1,40.1520894,44.4972367
Stone,0.0,0.0,5.0,68.0,2.0,2.0,3.0,2.0,Closed balcony,Not available,Old Renovation,80000.0,USD,2022-11-25,1,40.1813324,44.5145872
Stone,0.0,0.0,4.0,60.0,2.0,1.0,2.75,2.0,Closed balcony,Not available,Major Renovation,75000.0,USD,2022-11-25,1,40.1503523,44.4740528
Panels,0.0,1.0,9.0,63.0,2.0,1.0,2.8,3.0,Closed balcony,Available,Euro Renovation,95000.0,USD,2022-11-25,1,40.2057999,44.5062259
Panels,0.0,1.0,9.0,78.0,3.0,1.0,2.8,5.0,Closed balcony,Available,Cosmetic Renovation,87000.0,USD,2022-11-25,1,40.2169503,44.5828791
Panels,0.0,1.0,14.0,103.0,3.0,1.0,2.75,8.0,Multiple balconies,Not available,No Renovation,98000.0,USD,2022-11-25,1,40.1899228,44.582483
Stone,0.0,0.0,5.0,77.0,3.0,2.0,2.75,3.0,Multiple balconies,By agreement,Partial Renovation,95000.0,USD,2022-11-25,1,40.2051737,44.4759851
Stone,0.0,1.0,16.0,104.0,4.0,1.0,2.75,7.0,Closed balcony,Available,Major Renovation,125000.0,USD,2022-11-25,1,40.1792461,44.5095374
Stone,0.0,0.0,5.0,52.0,2.0,1.0,2.75,2.0,Closed balcony,Available,Euro Renovation,100000.0,USD,2022-11-25,1,40.1789765,44.5247991
Panels,0.0,1.0,16.0,120.0,4.0,1.0,2.8,16.0,Open balcony,,Designer Renovation,128000.0,USD,2022-11-25,1,40.1696879,44.5175707
Panels,0.0,1.0,9.0,91.0,3.0,1.0,2.75,4.0,Multiple balconies,Not available,Old Renovation,77000.0,USD,2022-11-25,1,40.2984751,44.3516324
Monolith,1.0,1.0,10.0,135.0,4.0,2.0,3.0,5.0,Open balcony,Available,Major Renovation,230000.0,USD,2022-11-25,1,40.1959677,44.5093509
Panels,0.0,1.0,9.0,78.0,2.0,1.0,2.8,7.0,Multiple balconies,Available,Partial Renovation,78000.0,USD,2022-11-25,1,40.2046819,44.5397618
Stone,0.0,0.0,5.0,65.0,3.0,2.0,2.8,1.0,Not available,,Partial Renovation,67000.0,USD,2022-11-25,1,40.1609327,44.4575872
Stone,0.0,0.0,5.0,62.0,2.0,1.0,2.7,5.0,Not available,Available,Major Renovation,135000.0,USD,2022-11-25,1,40.1773371,44.5074447
Stone,0.0,0.0,5.0,34.0,2.0,1.0,3.0,4.0,Not available,,Old Renovation,283.92,AMD,2022-11-25,1,40.1779593,44.52640239999999
Panels,0.0,1.0,9.0,105.0,3.0,1.0,2.75,8.0,Open balcony,,Major Renovation,180000.0,USD,2022-11-25,1,40.1635359,44.5166398
Monolith,1.0,1.0,9.0,117.0,4.0,2.0,3.0,3.0,Multiple balconies,Not available,Major Renovation,300000.0,USD,2022-11-25,1,40.2124197,44.5229777
Stone,0.0,0.0,5.0,36.0,1.0,1.0,2.75,3.0,Open balcony,Available,Cosmetic Renovation,75000.0,USD,2022-11-25,1,40.1922371,44.5041657
Monolith,1.0,1.0,14.0,116.0,3.0,2.0,3.0,9.0,Open balcony,Available,Designer Renovation,330000.0,USD,2022-11-25,1,40.2057999,44.5062259
Stone,0.0,0.0,5.0,87.0,3.0,1.0,3.0,3.0,Multiple balconies,Not available,No Renovation,360000.0,USD,2022-11-25,1,40.1890256,44.5156343
Stone,0.0,1.0,7.0,48.0,1.0,1.0,2.8,6.0,Open balcony,Available,Partial Renovation,83000.0,USD,2022-11-25,1,40.1922371,44.5041657
Stone,0.0,0.0,5.0,95.0,4.0,1.0,2.75,5.0,Multiple balconies,Available,Old Renovation,120000.0,USD,2022-11-25,1,40.2057999,44.5062259
Monolith,1.0,1.0,15.0,102.0,3.0,2.0,3.0,8.0,Multiple balconies,Not available,No Renovation,185000.0,USD,2022-11-25,1,40.177988,44.4807753
Monolith,1.0,1.0,12.0,128.0,3.0,2.0,3.0,5.0,Multiple balconies,Not available,No Renovation,192000.0,USD,2022-11-25,1,40.198639,44.5435858
Stone,0.0,0.0,5.0,76.0,3.0,1.0,2.7,3.0,Multiple balconies,Available,Major Renovation,125000.0,USD,2022-11-25,1,40.1922371,44.5041657
Stone,0.0,0.0,5.0,88.0,3.0,2.0,3.0,3.0,Closed balcony,Available,Major Renovation,380000.0,USD,2022-11-25,1,40.1890256,44.5156343
Monolith,1.0,1.0,11.0,93.0,4.0,2.0,3.0,2.0,Open balcony,Available,Major Renovation,195000.0,USD,2022-11-25,1,40.2091665,44.5205729
Panels,0.0,1.0,14.0,80.0,3.0,1.0,2.75,7.0,Not available,Available,Major Renovation,153000.0,USD,2022-11-25,1,40.2008014,44.4909757
Panels,0.0,1.0,11.0,70.0,2.0,1.0,2.7,3.0,Not available,,Major Renovation,140000.0,USD,2022-11-25,1,40.1922371,44.5041657
Panels,0.0,1.0,9.0,78.0,3.0,1.0,2.75,9.0,Closed balcony,By agreement,Partial Renovation,78000.0,USD,2022-11-25,1,40.1591951,44.4667393
Panels,0.0,1.0,9.0,80.0,3.0,1.0,2.8,9.0,Closed balcony,Available,Old Renovation,168000.0,USD,2022-11-25,1,40.1818572,44.5112724
Stone,0.0,0.0,5.0,70.0,2.0,1.0,2.75,3.0,Open balcony,Available,Major Renovation,170000.0,USD,2022-11-25,1,40.1741177,44.5060819
Stone,0.0,0.0,5.0,74.0,4.0,2.0,2.75,1.0,Not available,,Major Renovation,63000.0,USD,2022-11-25,1,40.0918404,44.499163
Stone,0.0,1.0,6.0,141.0,5.0,2.0,3.0,6.0,Multiple balconies,By agreement,Major Renovation,184000.0,USD,2022-11-25,1,40.2008715,44.4951853
Stone,0.0,0.0,5.0,125.0,5.0,2.0,3.0,5.0,Open balcony,By agreement,Major Renovation,387600.0,USD,2022-11-25,1,40.1853223,44.5178679
Panels,0.0,1.0,16.0,97.0,3.0,2.0,2.8,7.0,Not available,By agreement,Major Renovation,95000.0,USD,2022-11-25,1,40.2087567,44.46898909999999
Monolith,1.0,1.0,12.0,69.0,3.0,1.0,3.0,9.0,Open balcony,,Designer Renovation,160000.0,USD,2022-11-25,1,40.1872023,44.515209
Stone,0.0,0.0,4.0,83.0,3.0,1.0,3.2,4.0,Closed balcony,Not available,Cosmetic Renovation,100000.0,USD,2022-11-25,1,40.1813324,44.5145872
Stone,0.0,0.0,4.0,72.0,3.0,1.0,2.7,2.0,Closed balcony,Not available,Major Renovation,87000.0,USD,2022-11-25,1,40.2673847,44.628442
Stone,0.0,0.0,5.0,78.0,3.0,1.0,3.0,2.0,Not available,Not available,Cosmetic Renovation,88000.0,USD,2022-11-25,1,40.1813324,44.5145872
Panels,0.0,1.0,9.0,66.0,3.0,1.0,2.7,8.0,Closed balcony,,Old Renovation,80000.0,USD,2022-11-25,1,40.1899228,44.582483
Stone,0.0,0.0,5.0,75.0,3.0,1.0,2.75,1.0,Closed balcony,Not available,Partial Renovation,67000.0,USD,2022-11-25,1,40.1503523,44.4740528
Panels,0.0,1.0,9.0,43.0,1.0,1.0,2.75,1.0,Closed balcony,Not available,No Renovation,46000.0,USD,2022-11-25,1,40.152739,44.4801535
Panels,0.0,1.0,14.0,94.0,3.0,1.0,2.75,10.0,Closed balcony,,Cosmetic Renovation,85000.0,USD,2022-11-25,1,40.152739,44.4801535
Panels,0.0,1.0,10.0,64.0,2.0,1.0,2.75,10.0,Multiple balconies,,Major Renovation,75000.0,USD,2022-11-25,1,40.1520894,44.4972367
Stone,0.0,0.0,5.0,66.0,2.0,1.0,2.75,4.0,Closed balcony,,Major Renovation,72000.0,USD,2022-11-25,1,40.1568432,44.5015663
Panels,0.0,1.0,9.0,78.0,2.0,1.0,2.8,1.0,Closed balcony,By agreement,Cosmetic Renovation,80000.0,USD,2022-11-25,1,40.220299,44.48818929999999
Panels,0.0,1.0,9.0,98.0,3.0,1.0,2.75,1.0,Multiple balconies,,Old Renovation,72000.0,USD,2022-11-25,1,40.1521554,44.48677
Stone,0.0,0.0,4.0,35.0,1.0,1.0,3.0,4.0,Not available,Not available,Major Renovation,62000.0,USD,2022-11-25,1,40.1520894,44.4972367
Monolith,1.0,1.0,15.0,67.0,3.0,1.0,3.0,15.0,Open balcony,Available,Designer Renovation,203000.0,USD,2022-11-25,1,40.1739619,44.5032405
Panels,0.0,1.0,9.0,77.0,3.0,1.0,2.75,8.0,Multiple balconies,Not available,Cosmetic Renovation,83000.0,USD,2022-11-25,1,40.1872023,44.515209
Stone,0.0,0.0,5.0,53.0,2.0,1.0,2.75,4.0,Closed balcony,,Old Renovation,65000.0,USD,2022-11-25,1,40.1813324,44.5145872
Panels,0.0,1.0,10.0,106.0,4.0,1.0,2.75,3.0,Open balcony,By agreement,Old Renovation,190000.0,USD,2022-11-25,1,40.1792935,44.5178933
Stone,0.0,0.0,5.0,75.0,2.0,1.0,3.0,2.0,Multiple balconies,Not available,Old Renovation,83000.0,USD,2022-11-25,1,40.1520894,44.4972367
Panels,0.0,1.0,9.0,140.0,3.0,1.0,2.75,8.0,Open balcony,By agreement,Old Renovation,185000.0,USD,2022-11-25,1,40.1847105,44.5092319
Panels,0.0,1.0,10.0,70.0,2.0,1.0,2.8,3.0,Not available,By agreement,Major Renovation,140000.0,USD,2022-11-25,1,40.1699801,44.5195237
Monolith,1.0,1.0,3.0,97.0,4.0,2.0,3.0,1.0,Closed balcony,By agreement,Major Renovation,190000.0,USD,2022-11-25,1,40.2000824,44.5178608
Stone,0.0,0.0,4.0,36.0,1.0,1.0,3.0,4.0,Open balcony,Available,Major Renovation,66000.0,USD,2022-11-25,1,40.1813324,44.5145872
Stone,0.0,0.0,4.0,57.0,2.0,1.0,3.0,4.0,Multiple balconies,Not available,Major Renovation,82000.0,USD,2022-11-25,1,40.1813324,44.5145872
Monolith,1.0,1.0,14.0,72.0,2.0,1.0,3.0,13.0,Open balcony,Available,Designer Renovation,350000.0,USD,2022-11-25,1,40.1834936,44.506629
Stone,0.0,0.0,5.0,56.0,2.0,1.0,2.75,5.0,Closed balcony,Not available,Cosmetic Renovation,58000.0,USD,2022-11-25,1,40.152739,44.4801535
Stone,0.0,0.0,5.0,36.0,2.0,1.0,3.2,5.0,Open balcony,By agreement,Designer Renovation,155000.0,USD,2022-11-25,1,40.1792823,44.515896
Panels,0.0,1.0,9.0,78.0,3.0,1.0,2.75,9.0,Closed balcony,Not available,Major Renovation,75000.0,USD,2022-11-25,1,40.1521554,44.48677
Panels,0.0,1.0,9.0,44.0,3.0,1.0,2.8,2.0,Not available,By agreement,Old Renovation,62000.0,USD,2022-11-25,1,40.1664275,44.50246749999999
Stone,0.0,0.0,5.0,75.0,3.0,1.0,2.75,5.0,Multiple balconies,Not available,Partial Renovation,75000.0,USD,2022-11-25,1,40.1568432,44.5015663
Stone,0.0,0.0,5.0,75.0,3.0,1.0,2.75,1.0,Multiple balconies,,No Renovation,80000.0,USD,2022-11-25,1,40.1546608,44.4869523
Stone,0.0,1.0,5.0,95.0,2.0,1.0,3.2,2.0,Open balcony,,Old Renovation,198000.0,USD,2022-11-25,1,40.1782339,44.5225936
Stone,0.0,0.0,5.0,55.0,2.0,1.0,2.7,3.0,Multiple balconies,Not available,Major Renovation,71000.0,USD,2022-11-25,1,40.1503523,44.4740528
Panels,0.0,1.0,14.0,75.0,3.0,1.0,2.75,1.0,Closed balcony,,Cosmetic Renovation,76000.0,USD,2022-11-25,1,40.1872023,44.515209
Stone,0.0,0.0,5.0,30.0,2.0,1.0,3.0,2.0,Closed balcony,,Major Renovation,75000.0,USD,2022-11-25,1,40.210123,44.5091929
Monolith,1.0,1.0,14.0,60.0,2.0,1.0,3.0,13.0,Open balcony,,Euro Renovation,405.6,AMD,2022-11-25,1,40.2120414,44.5098394
Stone,0.0,1.0,7.0,123.0,3.0,2.0,2.75,7.0,Closed balcony,By agreement,Cosmetic Renovation,160000.0,USD,2022-11-25,1,40.1906971,44.5302041
Stone,0.0,0.0,2.0,108.0,3.0,1.0,2.75,1.0,Not available,By agreement,Cosmetic Renovation,235000.0,USD,2022-11-25,1,40.1921064,44.5006585
Stone,0.0,0.0,7.0,78.0,2.0,1.0,2.8,1.0,Closed balcony,,Major Renovation,93000.0,USD,2022-11-25,1,40.1971234,44.50061119999999
Stone,0.0,0.0,2.0,80.0,3.0,1.0,2.75,1.0,Not available,,Cosmetic Renovation,168500.0,USD,2022-11-25,1,40.1921064,44.5006585
Stone,0.0,0.0,3.0,113.0,5.0,1.0,3.2,2.0,Closed balcony,,Partial Renovation,95000.0,USD,2022-11-25,1,40.2158016,44.5241482
Stone,0.0,0.0,5.0,110.0,3.0,1.0,2.7,5.0,Multiple balconies,By agreement,Partial Renovation,95000.0,USD,2022-11-25,1,40.1813324,44.5145872
Monolith,1.0,1.0,14.0,108.0,3.0,2.0,3.0,14.0,Closed balcony,,Major Renovation,175000.0,USD,2022-11-25,1,40.1970692,44.5002292
Panels,0.0,1.0,9.0,75.0,3.0,1.0,2.7,3.0,Open balcony,,Old Renovation,169.0,AMD,2022-11-25,1,40.1376435,44.4581715
Stone,0.0,0.0,5.0,104.0,3.0,1.0,3.0,5.0,Closed balcony,By agreement,Major Renovation,117500.0,USD,2022-11-25,1,40.1813324,44.5145872
Panels,0.0,1.0,9.0,91.0,3.0,1.0,2.7,2.0,Closed balcony,By agreement,Old Renovation,86000.0,USD,2022-11-25,1,40.0364756,44.468556
Panels,0.0,1.0,9.0,67.0,2.0,1.0,2.7,3.0,Closed balcony,By agreement,Major Renovation,71500.0,USD,2022-11-25,1,40.1379347,44.4787217
Stone,0.0,1.0,8.0,100.0,3.0,1.0,2.7,5.0,Multiple balconies,,Old Renovation,100000.0,USD,2022-11-25,1,40.1813324,44.5145872
Stone,0.0,0.0,4.0,90.0,3.0,1.0,2.75,2.0,Not available,Available,Designer Renovation,175000.0,USD,2022-11-25,1,40.1922371,44.5041657
Stone,0.0,1.0,7.0,100.0,3.0,2.0,2.8,1.0,Closed balcony,,Cosmetic Renovation,125000.0,USD,2022-11-25,1,40.1971234,44.50061119999999
Monolith,1.0,1.0,9.0,88.0,4.0,2.0,3.0,3.0,Open balcony,,Major Renovation,260000.0,USD,2022-11-25,1,40.2026752,44.5067101
Monolith,1.0,1.0,17.0,116.0,3.0,2.0,3.0,11.0,Open balcony,,Major Renovation,255000.0,USD,2022-11-25,1,40.2094973,44.5140293
Monolith,1.0,1.0,17.0,127.0,4.0,2.0,3.0,9.0,Open balcony,Available,Designer Renovation,369000.0,USD,2022-11-25,1,40.189192,44.4943418
Panels,0.0,1.0,9.0,48.0,1.0,1.0,2.7,2.0,Not available,,Major Renovation,87000.0,USD,2022-11-25,1,40.1490615,44.4798263
Stone,0.0,0.0,5.0,50.0,2.0,1.0,3.0,2.0,Closed balcony,By agreement,Old Renovation,70000.0,USD,2022-11-25,1,40.1490615,44.4798263
Panels,0.0,1.0,14.0,114.0,4.0,1.0,2.7,12.0,Not available,By agreement,Major Renovation,92000.0,USD,2022-11-25,1,40.1813324,44.5145872
Panels,0.0,1.0,9.0,45.0,2.0,1.0,2.75,4.0,Not available,,Designer Renovation,115000.0,USD,2022-11-25,1,40.1851571,44.5206
Monolith,1.0,0.0,6.0,166.0,4.0,3.0,3.0,4.0,Open balcony,,Major Renovation,270000.0,USD,2022-11-25,1,40.1993959,44.5041741
Stone,0.0,1.0,7.0,87.0,3.0,1.0,2.7,3.0,Not available,By agreement,Major Renovation,283.92,AMD,2022-11-25,1,40.1568432,44.5015663
Stone,0.0,0.0,3.0,55.0,2.0,1.0,3.0,1.0,Not available,By agreement,Major Renovation,100000.0,USD,2022-11-25,1,40.1379347,44.4787217
Panels,0.0,1.0,9.0,68.0,2.0,1.0,2.75,3.0,Not available,,Euro Renovation,88000.0,USD,2022-11-25,1,40.1985932,44.5210544
Stone,0.0,0.0,4.0,97.0,3.0,1.0,2.7,3.0,Not available,,Old Renovation,110000.0,USD,2022-11-25,1,40.1520894,44.4972367
Cassette,0.0,0.0,4.0,50.0,2.0,1.0,2.7,2.0,Not available,By agreement,Major Renovation,73500.0,USD,2022-11-25,1,40.0364756,44.468556
Stone,0.0,0.0,4.0,155.0,5.0,2.0,3.0,3.0,Open balcony,By agreement,Major Renovation,130000.0,USD,2022-11-25,1,40.1520894,44.4972367
Cassette,0.0,0.0,4.0,67.0,3.0,1.0,2.7,2.0,Closed balcony,By agreement,Major Renovation,66500.0,USD,2022-11-25,1,40.1406349,44.4674459
Monolith,1.0,1.0,15.0,70.0,3.0,1.0,3.0,12.0,Open balcony,By agreement,Major Renovation,110000.0,USD,2022-11-25,1,40.1520894,44.4972367
Panels,0.0,1.0,13.0,54.0,1.0,1.0,2.7,13.0,Not available,By agreement,Old Renovation,55500.0,USD,2022-11-25,1,40.152739,44.4801535
Stone,0.0,0.0,4.0,82.0,3.0,1.0,3.5,2.0,Open balcony,,Major Renovation,245000.0,USD,2022-11-25,1,40.1818572,44.5112724
Panels,0.0,1.0,9.0,72.0,3.0,1.0,3.0,1.0,Closed balcony,Not available,Old Renovation,103000.0,USD,2022-11-25,1,40.1872023,44.515209
Stone,0.0,0.0,4.0,88.0,3.0,1.0,2.7,2.0,Open balcony,By agreement,Major Renovation,121000.0,USD,2022-11-25,1,40.1521554,44.48677
Stone,0.0,0.0,5.0,76.0,3.0,1.0,2.75,1.0,Not available,,Old Renovation,72000.0,USD,2022-11-25,1,40.1546608,44.4869523
Panels,0.0,1.0,9.0,45.0,2.0,1.0,2.8,5.0,Not available,,Major Renovation,169.0,AMD,2022-11-25,1,40.1354426,44.5102789
Monolith,1.0,0.0,3.0,95.0,3.0,1.0,3.0,2.0,Open balcony,,No Renovation,123500.0,USD,2022-11-25,1,40.1661469,44.5444468
Monolith,1.0,1.0,13.0,108.0,3.0,1.0,3.0,3.0,Not available,Not available,Major Renovation,220000.0,USD,2022-11-25,1,40.1833847,44.500118
Monolith,1.0,1.0,6.0,270.0,5.0,1.0,3.0,5.0,Open balcony,,Major Renovation,900000.0,USD,2022-11-25,1,40.1763424,44.5107597
Monolith,1.0,1.0,13.0,135.0,3.0,3.0,3.0,6.0,Multiple balconies,Not available,Major Renovation,405000.0,USD,2022-11-25,1,40.1792461,44.5095374
Monolith,1.0,1.0,9.0,140.0,4.0,2.0,3.0,9.0,Not available,,Major Renovation,280000.0,USD,2022-11-25,1,40.1789765,44.5247991
Monolith,1.0,1.0,6.0,91.0,4.0,1.0,3.0,4.0,Open balcony,,Major Renovation,295000.0,USD,2022-11-25,1,40.1673332,44.5144414
Monolith,1.0,1.0,22.0,80.0,3.0,1.0,3.0,17.0,Not available,,Major Renovation,175000.0,USD,2022-11-25,1,40.1815292,44.4844369
Stone,0.0,0.0,5.0,190.0,4.0,1.0,3.0,4.0,Open balcony,,Old Renovation,297000.0,USD,2022-11-25,1,40.1818572,44.5112724
Panels,0.0,1.0,10.0,91.0,3.0,1.0,2.8,1.0,Not available,,Old Renovation,112000.0,USD,2022-11-25,1,40.166725,44.5139142
Stone,0.0,1.0,5.0,68.0,2.0,1.0,3.2,3.0,Open balcony,Not available,Old Renovation,154000.0,USD,2022-11-25,1,40.1771222,44.5222127
Stone,0.0,0.0,4.0,42.0,2.0,1.0,3.2,4.0,Open balcony,Not available,Major Renovation,122000.0,USD,2022-11-25,1,40.1851571,44.5206
Monolith,1.0,1.0,6.0,72.0,2.0,1.0,3.0,2.0,Not available,,No Renovation,169000.0,USD,2022-11-25,1,40.1872023,44.515209
Stone,0.0,0.0,5.0,68.0,2.0,1.0,3.0,5.0,Closed balcony,,Old Renovation,160000.0,USD,2022-11-25,1,40.1871574,44.5180772
Stone,0.0,0.0,4.0,94.0,4.0,1.0,2.75,3.0,Not available,Not available,Major Renovation,185000.0,USD,2022-11-25,1,40.1773371,44.5074447
Panels,0.0,1.0,9.0,91.0,3.0,1.0,2.8,7.0,Open balcony,,Euro Renovation,110000.0,USD,2022-11-25,1,40.1880634,44.5264405
Panels,0.0,1.0,9.0,80.0,3.0,1.0,2.8,3.0,Closed balcony,,Euro Renovation,153000.0,USD,2022-11-25,1,40.1828222,44.512412
Panels,0.0,1.0,14.0,81.0,3.0,1.0,2.75,13.0,Multiple balconies,By agreement,Partial Renovation,74000.0,USD,2022-11-25,1,40.2153506,44.5848525
Stone,0.0,0.0,5.0,35.0,1.0,1.0,3.0,5.0,Not available,Not available,Old Renovation,120000.0,USD,2022-11-25,1,40.1806224,44.5081781
