construction_type,new_construction,elevator,floors_in_the_building,floor_area,number_of_rooms,number_of_bathrooms,ceiling_height,floor,balcony,furniture,renovation,price,currency,datetime,reg_id,Latitude,Longitude
Panels,0.0,0.0,5.0,74.0,3.0,2.0,3.0,5.0,Open balcony,Partial Furniture,Euro Renovation,175.76,AMD,2023-06-20,3,39.9535181,44.5519782
Stone,0.0,0.0,5.0,98.0,4.0,2.0,2.75,1.0,Open balcony,Partial Furniture,Old Renovation,80000.0,USD,2023-06-20,3,39.9639212,44.542391
Panels,0.0,0.0,5.0,62.0,2.0,1.0,2.75,5.0,Open balcony,Not available,Partial Renovation,44000.0,USD,2023-06-20,3,39.9535181,44.5519782
Panels,0.0,0.0,5.0,60.0,2.0,1.0,2.5,1.0,Closed balcony,Partial Furniture,Old Renovation,37000.0,USD,2023-06-20,3,39.9535181,44.5519782
Panels,0.0,0.0,5.0,98.0,4.0,2.0,3.0,4.0,Multiple balconies,Available,No Renovation,60000.0,USD,2023-06-20,3,39.9559745,44.5561324
Stone,0.0,0.0,5.0,72.0,3.0,2.0,3.0,2.0,Open balcony,Not available,Old Renovation,60000.0,USD,2023-06-20,3,40.1673332,44.5144414
Panels,0.0,0.0,5.0,80.0,3.0,2.0,2.6,5.0,Open balcony,Partial Furniture,Euro Renovation,59000.0,USD,2023-06-20,3,39.9535181,44.5519782
Stone,0.0,0.0,5.0,104.0,5.0,2.0,2.75,2.0,Open balcony,Partial Furniture,Old Renovation,148.72,AMD,2023-06-20,3,39.9535181,44.5519782
Stone,0.0,0.0,5.0,70.0,3.0,1.0,2.8,3.0,Multiple balconies,By agreement,Designer Renovation,100000.0,USD,2023-06-20,3,40.1673332,44.5144414
Panels,0.0,0.0,5.0,60.0,2.0,1.0,2.8,4.0,Closed balcony,Not available,Euro Renovation,47000.0,USD,2023-06-20,3,40.0634518,44.4410909
Stone,0.0,0.0,5.0,107.0,4.0,1.0,3.5,1.0,Not available,Not available,No Renovation,65000.0,USD,2023-06-20,3,40.0634518,44.4410909
Stone,0.0,0.0,5.0,66.0,3.0,1.0,2.8,4.0,Open balcony,By agreement,Designer Renovation,75000.0,USD,2023-06-20,3,39.9582634,44.552636
Panels,0.0,0.0,2.0,75.0,3.0,1.0,2.75,2.0,Open balcony,Available,Old Renovation,30000.0,USD,2023-06-20,3,39.9535181,44.5519782
Stone,0.0,0.0,5.0,67.0,2.0,1.0,2.7,5.0,Closed balcony,Available,Euro Renovation,25000.0,USD,2023-06-20,3,,
Stone,0.0,0.0,2.0,200.0,4.0,1.0,2.75,1.0,Open balcony,Available,Old Renovation,50000.0,USD,2023-06-20,3,40.0912332,44.4037712
Panels,0.0,0.0,5.0,60.0,2.0,1.0,2.8,1.0,Closed balcony,Partial Furniture,Major Renovation,60000.0,USD,2023-06-20,3,40.0634518,44.4410909
Stone,0.0,0.0,1.0,175.0,4.0,1.0,3.0,1.0,Open balcony,Not available,No Renovation,50000.0,USD,2023-06-20,3,40.08916019999999,44.4792997
Stone,1.0,0.0,1.0,80.0,3.0,1.0,3.0,1.0,Not available,Not available,No Renovation,55000.0,USD,2023-06-20,3,40.09676049999999,44.4635861
Stone,0.0,0.0,5.0,101.0,3.0,3.0,2.5,4.0,Closed balcony,Not available,Old Renovation,60000.0,USD,2023-06-20,3,39.9595997,44.5410223
Stone,0.0,0.0,5.0,82.0,4.0,1.0,2.8,5.0,Open balcony,By agreement,Partial Renovation,64000.0,USD,2023-06-20,3,40.0634518,44.4410909
Monolith,0.0,0.0,5.0,65.0,2.0,2.0,2.75,5.0,Closed balcony,Available,Partial Renovation,54000.0,USD,2023-06-20,3,39.9510807,44.5507235
Stone,0.0,0.0,4.0,50.0,3.0,2.0,2.7,4.0,Closed balcony,Available,Designer Renovation,216.32,AMD,2023-06-20,3,40.1385377,44.4647579
Stone,1.0,1.0,5.0,70.0,3.0,1.0,2.75,4.0,Not available,Partial Furniture,Major Renovation,74000.0,USD,2023-06-20,3,40.0634518,44.4410909
Stone,0.0,0.0,5.0,83.0,3.0,1.0,2.7,4.0,Open balcony,Not available,Old Renovation,56000.0,USD,2023-06-20,3,40.0634518,44.4410909
Stone,0.0,0.0,5.0,40.0,1.0,1.0,2.8,2.0,Closed balcony,Not available,Euro Renovation,108.16,AMD,2023-06-20,3,40.0634518,44.4410909
Stone,0.0,0.0,2.0,1800.0,7.0,2.0,3.0,2.0,Open balcony,By agreement,Old Renovation,169.0,AMD,2023-06-20,3,40.60546960000001,44.6153978
Panels,0.0,0.0,5.0,61.0,2.0,2.0,2.75,4.0,Open balcony,Not available,Old Renovation,37000.0,USD,2023-06-20,3,39.9510807,44.5507235
Panels,0.0,0.0,5.0,63.0,2.0,1.0,2.7,4.0,Closed balcony,By agreement,Cosmetic Renovation,131.144,AMD,2023-06-20,3,39.9535181,44.5519782
Panels,0.0,0.0,5.0,60.0,2.0,2.0,2.8,1.0,Closed balcony,Partial Furniture,Euro Renovation,63000.0,USD,2023-06-20,3,40.0634518,44.4410909
Stone,0.0,0.0,5.0,40.0,2.0,1.0,2.8,2.0,Open balcony,Partial Furniture,Euro Renovation,43200.0,USD,2023-06-20,3,39.9535181,44.5519782
Panels,0.0,0.0,5.0,62.0,2.0,1.0,2.7,3.0,Closed balcony,,Major Renovation,1000.0,USD,2023-06-20,3,39.9595997,44.5410223
Panels,0.0,0.0,5.0,78.0,3.0,1.0,2.75,3.0,Closed balcony,Available,No Renovation,54.08,AMD,2023-06-20,3,,
Stone,0.0,0.0,1.0,60.0,3.0,1.0,3.0,1.0,Open balcony,,No Renovation,47.32,AMD,2023-06-20,3,,
Panels,0.0,0.0,5.0,60.0,2.0,1.0,2.7,3.0,Open balcony,Partial Furniture,Old Renovation,108.16,AMD,2023-06-20,3,40.0329019,44.4786224
Stone,0.0,0.0,5.0,80.0,3.0,1.0,2.8,4.0,Not available,Available,Euro Renovation,81000.0,USD,2023-06-20,3,40.0634518,44.4410909
Stone,0.0,0.0,5.0,95.0,4.0,1.0,2.75,3.0,Multiple balconies,Available,Partial Renovation,145.34,AMD,2023-06-20,3,39.9535181,44.5519782
Stone,0.0,0.0,3.0,85.0,4.0,2.0,3.0,1.0,Not available,Not available,Old Renovation,94.64,AMD,2023-06-20,3,39.9994117,44.4673707
Panels,0.0,0.0,5.0,60.0,2.0,1.0,3.0,3.0,Open balcony,Available,Major Renovation,137.904,AMD,2023-06-20,3,40.0634518,44.4410909
Panels,0.0,0.0,5.0,65.0,2.0,1.0,2.8,5.0,Open balcony,Available,Euro Renovation,47500.0,USD,2023-06-20,3,39.9559745,44.5561324
Panels,0.0,0.0,5.0,62.0,2.0,2.0,2.75,3.0,Closed balcony,Not available,Old Renovation,128.44,AMD,2023-06-20,3,39.9559745,44.5561324
Panels,0.0,0.0,4.0,21.0,1.0,1.0,2.7,4.0,Open balcony,Not available,No Renovation,22000.0,USD,2023-06-20,3,40.1438974,44.4938829
Panels,0.0,0.0,5.0,75.0,3.0,1.0,2.8,5.0,Multiple balconies,Not available,Euro Renovation,50000.0,USD,2023-06-20,3,39.9535181,44.5519782
Stone,0.0,0.0,5.0,33.0,1.0,1.0,2.5,1.0,Not available,By agreement,Partial Renovation,37500.0,USD,2023-06-20,3,39.9535181,44.5519782
Stone,0.0,0.0,5.0,75.0,3.0,1.0,3.0,2.0,Open balcony,Available,Designer Renovation,70000.0,USD,2023-06-20,3,40.1349056,44.4601149
Panels,0.0,0.0,5.0,70.0,2.0,1.0,3.2,1.0,Not available,Available,Major Renovation,71390.00000000001,EUR,2023-06-20,3,39.9559745,44.5561324
Panels,0.0,0.0,5.0,76.0,3.0,1.0,2.8,5.0,Open balcony,Available,Designer Renovation,62000.0,USD,2023-06-20,3,39.9535181,44.5519782
Panels,0.0,0.0,5.0,64.0,3.0,1.0,3.0,1.0,Closed balcony,Not available,Partial Renovation,46000.0,USD,2023-06-20,3,39.9535181,44.5519782
Stone,0.0,0.0,1.0,60.0,3.0,1.0,2.7,1.0,Closed balcony,Available,Cosmetic Renovation,45000.0,USD,2023-06-20,3,40.1673332,44.5144414
Stone,0.0,1.0,5.0,68.0,2.0,1.0,2.75,4.0,Open balcony,Available,Old Renovation,42500.0,USD,2023-06-20,3,40.0634518,44.4410909
Panels,0.0,0.0,5.0,60.0,2.0,1.0,2.8,1.0,Closed balcony,Not available,Cosmetic Renovation,53000.0,USD,2023-06-20,3,40.0634518,44.4410909
Panels,0.0,0.0,5.0,85.0,2.0,2.0,2.75,5.0,Open balcony,Not available,Old Renovation,45000.0,USD,2023-06-20,3,40.1660217,44.5169416
Stone,1.0,0.0,5.0,100.0,4.0,1.0,3.0,5.0,Multiple balconies,Partial Furniture,Designer Renovation,100000.0,USD,2023-06-20,3,39.9535181,44.5519782
Monolith,1.0,1.0,8.0,55.0,2.0,1.0,2.8,2.0,Open balcony,Available,Euro Renovation,75000.0,USD,2023-06-20,4,40.5317434,44.7159759
Monolith,1.0,0.0,3.0,72.0,3.0,1.0,3.0,1.0,Open balcony,Available,Designer Renovation,135000.0,USD,2023-06-20,4,40.2336869,44.5820672
Panels,0.0,1.0,9.0,71.0,3.0,1.0,2.8,4.0,Closed balcony,Not available,Euro Renovation,71000.0,USD,2023-06-20,4,40.2803359,44.6365351
Panels,0.0,1.0,9.0,68.0,3.0,1.0,2.75,9.0,Closed balcony,Available,Major Renovation,177.78799999999998,AMD,2023-06-20,4,40.2803359,44.6365351
Panels,1.0,1.0,9.0,55.0,1.0,2.0,2.75,5.0,Closed balcony,Not available,Old Renovation,28000.0,USD,2023-06-20,4,40.3952739,44.63705849999999
Panels,0.0,1.0,12.0,64.0,3.0,1.0,2.7,12.0,Not available,Available,Euro Renovation,95000.0,USD,2023-06-20,4,40.2670419,44.630691
Stone,0.0,0.0,5.0,160.0,4.0,2.0,2.75,1.0,Closed balcony,Not available,Euro Renovation,110000.0,USD,2023-06-20,4,40.2715286,44.63338299999999
Stone,0.0,0.0,5.0,45.0,2.0,1.0,2.6,5.0,Closed balcony,Available,Major Renovation,160.212,AMD,2023-06-20,4,40.544901,44.77113420000001
Panels,0.0,1.0,9.0,38.0,2.0,1.0,2.8,8.0,Not available,Not available,No Renovation,40.56,AMD,2023-06-20,4,40.5410214,44.7690148
Stone,1.0,0.0,1.0,81.0,2.0,1.0,3.0,1.0,Open balcony,Not available,No Renovation,80000.0,USD,2023-06-20,4,40.2357069,44.5103643
Stone,0.0,0.0,5.0,90.0,4.0,1.0,3.0,5.0,Open balcony,Available,Major Renovation,120000.0,USD,2023-06-20,4,40.5323546,44.7193127
Stone,0.0,0.0,5.0,18.0,1.0,1.0,2.6,1.0,Not available,Available,Euro Renovation,20000.0,USD,2023-06-20,4,40.2715286,44.63338299999999
Panels,0.0,0.0,4.0,54.0,3.0,1.0,2.8,3.0,Not available,Partial Furniture,Major Renovation,209.56,AMD,2023-06-20,4,40.2706321,44.6221519
Stone,0.0,0.0,5.0,67.0,3.0,1.0,2.8,4.0,Closed balcony,By agreement,Major Renovation,75000.0,USD,2023-06-20,4,40.2715286,44.63338299999999
Stone,0.0,0.0,5.0,65.0,3.0,1.0,2.75,5.0,Closed balcony,Partial Furniture,Partial Renovation,32500.0,USD,2023-06-20,4,40.5353559,44.7695698
Panels,0.0,0.0,4.0,73.0,3.0,2.0,2.8,4.0,Multiple balconies,Available,Partial Renovation,35000.0,USD,2023-06-20,4,40.3137085,44.5970068
Monolith,1.0,1.0,12.0,62.0,2.0,1.0,2.8,11.0,Open balcony,Available,Designer Renovation,108900.00000000004,EUR,2023-06-20,4,40.5317434,44.7159759
Stone,0.0,0.0,5.0,45.0,1.0,1.0,2.75,1.0,Closed balcony,Not available,Old Renovation,35000.0,USD,2023-06-20,4,40.2715286,44.63338299999999
Stone,0.0,0.0,5.0,93.0,4.0,1.0,2.7,2.0,Not available,Not available,Partial Renovation,85000.0,USD,2023-06-20,4,40.2665722,44.6372005
Stone,0.0,0.0,5.0,78.0,3.0,1.0,2.7,4.0,Open balcony,Available,Partial Renovation,118.3,AMD,2023-06-20,4,40.544901,44.77113420000001
Panels,0.0,1.0,9.0,73.0,3.0,1.0,2.8,9.0,Closed balcony,By agreement,Cosmetic Renovation,73000.0,USD,2023-06-20,4,40.2803359,44.6365351
Stone,0.0,0.0,4.0,219.0,8.0,2.0,2.5,4.0,Open balcony,Not available,Partial Renovation,160000.0,USD,2023-06-20,4,40.2715286,44.63338299999999
Monolith,0.0,1.0,12.0,65.0,2.0,1.0,2.7,11.0,Open balcony,Partial Furniture,Euro Renovation,63000.0,USD,2023-06-20,4,40.2715286,44.63338299999999
Panels,0.0,1.0,9.0,90.0,4.0,1.0,2.8,7.0,Closed balcony,Available,Cosmetic Renovation,80000.0,USD,2023-06-20,4,40.1763052,44.4457561
Stone,0.0,0.0,5.0,100.0,4.0,1.0,2.8,2.0,Multiple balconies,Available,Cosmetic Renovation,135.2,AMD,2023-06-20,4,40.1699231,44.5134489
Stone,0.0,0.0,5.0,71.0,3.0,1.0,2.7,4.0,Multiple balconies,Available,Designer Renovation,64000.0,USD,2023-06-20,4,40.4018115,44.6433958
Stone,0.0,0.0,5.0,98.0,5.0,2.0,2.75,4.0,Closed balcony,By agreement,Major Renovation,270.4,AMD,2023-06-20,4,40.2664474,44.6316542
Monolith,1.0,1.0,12.0,32.0,1.0,1.0,3.0,4.0,Not available,Available,Designer Renovation,55000.0,USD,2023-06-20,4,40.5317434,44.7159759
Panels,1.0,1.0,9.0,67.0,3.0,2.0,2.75,9.0,Closed balcony,Available,Old Renovation,36000.0,USD,2023-06-20,4,40.3952739,44.63705849999999
Panels,0.0,1.0,9.0,55.0,1.0,1.0,3.0,6.0,Closed balcony,Available,Partial Renovation,37000.0,USD,2023-06-20,4,40.2022199,44.4786115
Stone,0.0,0.0,9.0,72.0,2.0,1.0,3.0,2.0,Closed balcony,Not available,Old Renovation,65000.0,USD,2023-06-20,4,40.2715286,44.63338299999999
Panels,0.0,1.0,9.0,68.0,3.0,1.0,2.75,3.0,Closed balcony,Partial Furniture,Major Renovation,46000.0,USD,2023-06-20,4,40.5410214,44.7690148
Panels,0.0,1.0,9.0,55.0,2.0,2.0,2.75,7.0,Not available,Partial Furniture,Euro Renovation,45500.0,USD,2023-06-20,4,40.4018115,44.6433958
Monolith,1.0,1.0,8.0,33.0,1.0,1.0,2.8,7.0,Open balcony,Not available,Major Renovation,94.64,AMD,2023-06-20,4,40.5277819,44.707215
Panels,0.0,1.0,9.0,63.0,3.0,1.0,2.75,5.0,Closed balcony,Available,Major Renovation,66000.0,USD,2023-06-20,4,40.3137085,44.5970068
Panels,0.0,0.0,5.0,30.0,1.0,1.0,2.5,3.0,Open balcony,Available,Partial Renovation,20000.0,USD,2023-06-20,4,40.266406,44.6157816
Stone,0.0,0.0,3.0,100.0,4.0,1.0,2.7,2.0,Open balcony,,No Renovation,45000.0,USD,2023-06-20,4,40.2850294,44.5397372
Panels,0.0,1.0,9.0,78.0,3.0,1.0,2.8,4.0,Open balcony,Partial Furniture,Cosmetic Renovation,76000.0,USD,2023-06-20,4,40.2715286,44.63338299999999
Stone,0.0,0.0,5.0,38.0,2.0,1.0,2.7,3.0,Closed balcony,By agreement,Major Renovation,27000.0,USD,2023-06-20,4,40.5353559,44.7695698
Stone,0.0,0.0,5.0,77.0,3.0,1.0,2.75,5.0,Multiple balconies,Available,Cosmetic Renovation,135.2,AMD,2023-06-20,4,40.3234491,44.4869872
Monolith,1.0,1.0,11.0,31.0,1.0,1.0,2.8,8.0,Open balcony,Available,Euro Renovation,53000.0,USD,2023-06-20,4,40.5317434,44.7159759
Stone,0.0,0.0,2.0,50.0,3.0,1.0,2.7,2.0,Closed balcony,Not available,Euro Renovation,53000.0,USD,2023-06-20,4,40.2715286,44.63338299999999
Panels,0.0,1.0,9.0,58.0,3.0,1.0,2.8,9.0,Not available,Not available,Euro Renovation,45000.0,USD,2023-06-20,4,40.4018115,44.6433958
Stone,0.0,0.0,5.0,40.0,2.0,1.0,2.8,5.0,Closed balcony,Not available,No Renovation,15999.0,USD,2023-06-20,4,40.5410214,44.7690148
Stone,1.0,0.0,2.0,250.0,4.0,1.0,3.0,2.0,Open balcony,Available,Major Renovation,120000.0,USD,2023-06-20,4,40.1185127,44.71863279999999
Monolith,1.0,1.0,9.0,55.0,2.0,1.0,2.8,4.0,Open balcony,Not available,Partial Renovation,54000.0,USD,2023-06-20,4,40.310735,44.5980405
Panels,0.0,1.0,9.0,47.0,1.0,1.0,2.7,3.0,Closed balcony,Not available,Cosmetic Renovation,51000.0,USD,2023-06-20,4,40.2715286,44.63338299999999
Stone,0.0,0.0,4.0,39.0,1.0,1.0,2.75,3.0,Open balcony,Partial Furniture,Partial Renovation,33000.0,USD,2023-06-20,4,40.2163207,44.4964674
Panels,0.0,1.0,9.0,90.0,4.0,1.0,2.8,7.0,Closed balcony,Available,Cosmetic Renovation,79000.0,USD,2023-06-20,4,40.17901519999999,44.44538000000001
Stone,0.0,0.0,4.0,14.0,1.0,1.0,2.5,2.0,Not available,Not available,Euro Renovation,33.8,AMD,2023-06-20,4,40.2715286,44.63338299999999
Panels,0.0,1.0,8.0,95.0,4.0,1.0,2.8,6.0,Multiple balconies,Available,Partial Renovation,45000.0,USD,2023-06-20,4,40.1792461,44.5095374
Panels,0.0,0.0,9.0,75.0,3.0,1.0,2.8,4.0,Open balcony,By agreement,Partial Renovation,31500.0,USD,2023-06-20,4,40.5353559,44.7695698
Panels,0.0,1.0,9.0,80.0,3.0,1.0,2.8,1.0,Closed balcony,Partial Furniture,Major Renovation,58000.0,USD,2023-06-20,4,40.3952739,44.63705849999999
Stone,1.0,0.0,3.0,66.0,3.0,1.0,3.0,2.0,Multiple balconies,Partial Furniture,Euro Renovation,59000.0,USD,2023-06-20,4,40.3199757,44.48661389999999
Stone,0.0,0.0,5.0,65.0,3.0,2.0,2.8,2.0,Not available,Available,Major Renovation,53000.0,USD,2023-06-20,4,40.4018115,44.6433958
Stone,0.0,0.0,5.0,56.0,2.0,1.0,2.7,5.0,Closed balcony,Not available,Euro Renovation,172.38,AMD,2023-06-20,4,40.2664474,44.6316542
Panels,1.0,1.0,9.0,75.0,3.0,1.0,3.0,7.0,Open balcony,Not available,Old Renovation,32500.0,USD,2023-06-20,4,40.28418282219019,44.66670244710691
Panels,0.0,0.0,4.0,72.0,3.0,1.0,2.8,1.0,Closed balcony,Partial Furniture,Cosmetic Renovation,114.92,AMD,2023-06-20,4,40.3137085,44.5970068
Stone,0.0,0.0,5.0,53.0,3.0,1.0,2.75,1.0,Closed balcony,Partial Furniture,Major Renovation,28000.0,USD,2023-06-20,4,40.5410214,44.7690148
Stone,0.0,0.0,5.0,51.0,2.0,1.0,2.7,2.0,Closed balcony,Available,Old Renovation,30000.0,USD,2023-06-20,4,40.5410214,44.7690148
Monolith,1.0,1.0,12.0,61.0,2.0,1.0,3.2,5.0,Open balcony,Available,Euro Renovation,92500.0,USD,2023-06-20,4,40.5317434,44.7159759
Stone,1.0,0.0,2.0,58.0,3.0,1.0,2.8,2.0,Open balcony,Not available,Partial Renovation,55000.0,USD,2023-06-20,4,40.1514625,44.49917629999999
Stone,0.0,0.0,3.0,750.0,8.0,3.0,3.5,3.0,Multiple balconies,Available,Major Renovation,500000.0,USD,2023-06-20,4,40.2119053,44.4634424
Stone,0.0,0.0,4.0,40.0,2.0,1.0,3.0,3.0,Closed balcony,Not available,Cosmetic Renovation,26000.0,USD,2023-06-20,4,40.3137085,44.5970068
Panels,0.0,1.0,9.0,90.0,4.0,1.0,2.8,7.0,Closed balcony,By agreement,Cosmetic Renovation,98000.0,USD,2023-06-20,4,40.2729785,44.6207065
Stone,0.0,0.0,5.0,67.0,3.0,1.0,2.7,2.0,Closed balcony,Not available,Major Renovation,75000.0,USD,2023-06-20,4,40.2715286,44.63338299999999
Panels,0.0,1.0,9.0,72.0,3.0,1.0,2.8,4.0,Closed balcony,Available,Partial Renovation,51500.0,USD,2023-06-20,4,40.5188856,44.7581242
Stone,0.0,0.0,5.0,65.0,3.0,1.0,3.0,4.0,Closed balcony,By agreement,Major Renovation,42500.0,USD,2023-06-20,4,40.5410214,44.7690148
Panels,0.0,1.0,9.0,94.0,4.0,1.0,2.75,5.0,Closed balcony,By agreement,Partial Renovation,87000.0,USD,2023-06-20,4,40.18882989999999,44.6242438
Stone,1.0,0.0,4.0,55.0,2.0,1.0,3.0,2.0,Not available,Available,Major Renovation,1350.0,USD,2023-06-20,4,40.2439536,44.5741316
Stone,0.0,0.0,5.0,70.0,3.0,1.0,2.7,1.0,Closed balcony,Partial Furniture,Major Renovation,43000.0,USD,2023-06-20,4,40.5410214,44.7690148
Stone,0.0,0.0,5.0,95.0,4.0,1.0,2.8,1.0,Multiple balconies,Not available,Cosmetic Renovation,70000.0,USD,2023-06-20,4,40.3163846,44.5950319
Panels,0.0,0.0,5.0,46.0,1.0,1.0,2.75,1.0,Closed balcony,Not available,Old Renovation,35000.0,USD,2023-06-20,4,40.1970611,44.4767153
Stone,0.0,0.0,5.0,50.0,2.0,1.0,2.75,1.0,Closed balcony,Available,Euro Renovation,35000.0,USD,2023-06-20,4,40.1761935,44.52577309999999
Stone,0.0,0.0,5.0,96.0,4.0,1.0,2.8,4.0,Open balcony,Available,Old Renovation,45500.0,USD,2023-06-20,4,40.5353559,44.7695698
Cassette,0.0,0.0,4.0,19.0,1.0,1.0,2.7,2.0,Closed balcony,Not available,Old Renovation,39.208,AMD,2023-06-20,4,40.3137085,44.5970068
Panels,0.0,0.0,2.0,60.0,3.0,1.0,2.8,2.0,Open balcony,Not available,Partial Renovation,48000.0,USD,2023-06-20,4,40.2357069,44.5103643
Panels,0.0,1.0,9.0,79.0,3.0,1.0,2.8,9.0,Not available,Partial Furniture,Euro Renovation,55000.0,USD,2023-06-20,4,40.4018115,44.6433958
Stone,0.0,1.0,6.0,90.0,4.0,1.0,2.8,2.0,Multiple balconies,Available,Designer Renovation,90000.0,USD,2023-06-20,4,40.2715286,44.63338299999999
Stone,0.0,0.0,5.0,80.0,3.0,1.0,2.75,3.0,Multiple balconies,Available,Euro Renovation,43000.0,USD,2023-06-20,4,40.1699231,44.5134489
Panels,0.0,1.0,9.0,75.0,3.0,2.0,3.0,4.0,Multiple balconies,Available,Partial Renovation,35000.0,USD,2023-06-20,4,40.1792461,44.5095374
Stone,0.0,0.0,5.0,43.0,2.0,1.0,2.8,4.0,Not available,Available,Euro Renovation,101.4,AMD,2023-06-20,4,40.2767284,44.6394575
Panels,1.0,1.0,9.0,67.0,2.0,1.0,2.7,7.0,Closed balcony,By agreement,Major Renovation,53000.0,USD,2023-06-20,4,40.4018115,44.6433958
Stone,0.0,0.0,5.0,43.0,1.0,1.0,2.75,1.0,Closed balcony,Not available,No Renovation,19800.0,USD,2023-06-20,4,40.2164678,44.4934559
Stone,0.0,0.0,5.0,76.0,3.0,1.0,2.75,3.0,Closed balcony,Available,Old Renovation,70000.0,USD,2023-06-20,4,40.2715286,44.63338299999999
Stone,0.0,0.0,5.0,73.0,3.0,1.0,2.8,1.0,Not available,Not available,Partial Renovation,62000.0,USD,2023-06-20,4,40.3128701,44.5951607
Stone,0.0,0.0,5.0,80.0,3.0,1.0,2.7,5.0,Open balcony,By agreement,Old Renovation,42000.0,USD,2023-06-20,4,40.544901,44.77113420000001
Stone,0.0,0.0,4.0,39.0,2.0,1.0,3.0,3.0,Closed balcony,Not available,Cosmetic Renovation,26000.0,USD,2023-06-20,4,40.3137085,44.5970068
Monolith,0.0,1.0,9.0,98.0,4.0,1.0,2.7,9.0,Closed balcony,Available,Major Renovation,119000.0,USD,2023-06-20,4,40.2803359,44.6365351
Stone,0.0,0.0,4.0,67.0,3.0,2.0,2.7,1.0,Not available,Partial Furniture,Cosmetic Renovation,62000.0,USD,2023-06-20,4,40.3234491,44.4869872
Panels,0.0,1.0,9.0,70.0,2.0,1.0,2.75,9.0,Closed balcony,By agreement,Old Renovation,73000.0,USD,2023-06-20,4,40.18740349999999,44.5935965
Stone,0.0,0.0,5.0,73.0,3.0,1.0,2.75,1.0,Closed balcony,Not available,Euro Renovation,69000.0,USD,2023-06-20,4,40.2507786,44.419895
Stone,0.0,0.0,5.0,76.0,3.0,1.0,2.8,4.0,Open balcony,Not available,Cosmetic Renovation,131.82,AMD,2023-06-20,4,40.4018115,44.6433958
Stone,0.0,0.0,4.0,38.0,1.0,1.0,2.8,4.0,Closed balcony,Not available,Cosmetic Renovation,41000.0,USD,2023-06-20,4,40.3234491,44.4869872
Panels,0.0,1.0,9.0,76.0,3.0,1.0,2.8,5.0,Closed balcony,Not available,Old Renovation,45000.0,USD,2023-06-20,4,40.5410214,44.7690148
Stone,0.0,0.0,4.0,18.0,1.0,1.0,2.75,4.0,Not available,Not available,Partial Renovation,20000.0,USD,2023-06-20,4,40.2671675,44.6292103
Monolith,1.0,0.0,3.0,72.0,3.0,2.0,3.0,1.0,Not available,Not available,Partial Renovation,148.72,AMD,2023-06-20,4,40.2715286,44.63338299999999
Stone,0.0,0.0,5.0,78.0,3.0,1.0,2.8,5.0,Closed balcony,By agreement,Major Renovation,70000.0,USD,2023-06-20,4,40.3187714,44.5760235
Stone,0.0,0.0,5.0,65.0,2.0,1.0,2.75,4.0,Open balcony,Partial Furniture,Major Renovation,70000.0,USD,2023-06-20,4,40.2665722,44.6372005
Panels,0.0,1.0,9.0,72.0,3.0,1.0,2.75,3.0,Closed balcony,By agreement,Partial Renovation,70000.0,USD,2023-06-20,4,40.2893538,44.6338452
Stone,0.0,0.0,4.0,41.0,1.0,1.0,3.0,2.0,Closed balcony,Available,Partial Renovation,25000.0,USD,2023-06-20,4,40.544901,44.77113420000001
Monolith,1.0,1.0,12.0,64.0,2.0,1.0,2.8,6.0,Open balcony,Available,Major Renovation,99000.0,USD,2023-06-20,4,40.5317434,44.7159759
Stone,0.0,0.0,5.0,70.0,3.0,2.0,2.6,1.0,Closed balcony,Partial Furniture,Old Renovation,30000.0,USD,2023-06-20,4,40.5410214,44.7690148
Stone,0.0,0.0,5.0,111.0,4.0,1.0,2.8,2.0,Not available,Partial Furniture,Partial Renovation,58000.0,USD,2023-06-20,4,40.4018115,44.6433958
Monolith,0.0,0.0,3.0,700.0,6.0,2.0,3.0,3.0,Not available,Available,Major Renovation,160000.0,USD,2023-06-20,4,40.2367283,44.6917527
Panels,0.0,0.0,5.0,100.0,4.0,1.0,2.8,5.0,Open balcony,Available,Partial Renovation,65000.0,USD,2023-06-20,4,40.40145709999999,44.645693
Stone,1.0,0.0,2.0,65.0,2.0,1.0,3.0,1.0,Not available,Available,Major Renovation,72000.0,USD,2023-06-20,4,40.3137085,44.5970068
Panels,0.0,0.0,6.0,78.0,3.0,1.0,2.75,4.0,Not available,By agreement,Major Renovation,73000.0,USD,2023-06-20,4,40.1763052,44.4457561
Monolith,0.0,1.0,16.0,88.0,3.0,1.0,3.0,15.0,Multiple balconies,Not available,Partial Renovation,73000.0,USD,2023-06-20,4,40.2715286,44.63338299999999
Stone,1.0,0.0,2.0,245.0,4.0,2.0,3.0,2.0,Not available,Partial Furniture,Major Renovation,370000.0,USD,2023-06-20,4,40.1851571,44.5206
Stone,0.0,0.0,5.0,80.0,3.0,1.0,2.8,1.0,Closed balcony,By agreement,Major Renovation,60000.0,USD,2023-06-20,4,40.4056127,44.6449023
Monolith,0.0,1.0,13.0,106.0,4.0,1.0,3.2,7.0,Closed balcony,Available,Cosmetic Renovation,38000.0,USD,2023-06-20,4,40.4018115,44.6433958
Stone,0.0,0.0,4.0,56.0,2.0,1.0,2.75,3.0,Closed balcony,Available,Major Renovation,38000.0,USD,2023-06-20,4,40.5410214,44.7690148
