cell_id,area_km2,cx,cy,pop_sum,pop_density_per_km2,biz_count,biz_density_per_km2,rent_listings,implied_rent_per_m2_month,dist_to_g_m,dist_to_nearest_herit_m,herit_cnt_500m,herit_density_500m,R_implied,rent_missing,log_rent,M_obs,y_business
463,0.24748466094216778,451418.2760734563,4446924.225787366,1589.634521484375,6423.163825316191,2,8.081308927939418,0,,7114.810330931475,1433.8931823362354,0,0.0,6.588235294117648,1,2.0265990603054562,8.081308927939418,1
464,0.25,451416.1575750762,4447421.847749205,1174.0537109375,4696.21484375,0,0.0,0,,7088.958226920532,1416.7095149161546,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
465,0.25,451416.1575750762,4447921.847749205,1140.6058349609375,4562.42333984375,0,0.0,0,,7095.986155793775,1565.4675860227517,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
466,0.25,451416.1575750762,4448421.847749205,1581.537353515625,6326.1494140625,1,4.0,0,,7138.116719654388,1831.2079479910851,0,0.0,6.588235294117648,1,2.0265990603054562,4.0,1
467,0.25,451416.1575750762,4448921.847749205,1712.86767578125,6851.470703125,1,4.0,0,,7214.73499746194,2173.2021927869932,0,0.0,6.588235294117648,1,2.0265990603054562,4.0,1
468,0.25,451416.1575750762,4449421.847749205,1683.459228515625,6733.8369140625,3,12.0,0,,7324.758826322867,2458.449166629006,0,0.0,6.588235294117648,1,2.0265990603054562,12.0,1
469,0.25,451416.1575750762,4449921.847749205,1927.3856201171875,7709.54248046875,0,0.0,0,,7466.7116352506455,2620.1034803262255,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
470,0.25,451416.1575750762,4450421.847749205,1485.64111328125,5942.564453125,0,0.0,0,,7638.813613656245,2599.2504329167173,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
471,0.25,451416.1575750762,4450921.847749205,1147.8763427734375,4591.50537109375,0,0.0,0,,7839.07929570639,2248.57911780045,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
472,0.25,451416.1575750762,4451421.847749205,651.0687255859375,2604.27490234375,0,0.0,0,,8065.411023907288,1963.698878392194,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
473,0.25,451416.1575750762,4451921.847749205,664.134033203125,2656.5361328125,0,0.0,2,25.809523809523807,8315.680715657487,1776.5467967349664,0,0.0,25.809523809523807,0,3.288757190416267,0.0,0
474,0.25,451416.1575750762,4452421.847749205,700.0714111328125,2800.28564453125,0,0.0,0,,8587.795790827262,1719.3381741181051,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
475,0.25,451416.1575750762,4452921.847749205,240.43182373046875,961.727294921875,0,0.0,0,,8879.748156628264,1804.4747138628152,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
476,0.06139551304933436,451461.3483665455,4453239.626513042,17.455739974975586,284.31621641387744,0,0.0,0,,9039.49234731379,1885.042106373175,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
491,0.1274277065055345,451938.8645792054,4441027.811797116,307.41143798828125,2412.4379730159358,0,0.0,0,,9269.475824911135,3242.243802266793,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
492,0.24947199591636032,451916.6691969438,4441421.908062584,737.5206298828125,2956.326329028444,0,0.0,0,,9011.780775840141,3425.385689399898,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
493,0.2128894291282397,451949.047862233,4441909.008735175,1089.98486328125,5119.957659450852,0,0.0,0,,8662.123320893428,3095.455501230146,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
494,0.25,451916.1575750762,4442421.847749205,1407.5701904296875,5630.28076171875,0,0.0,0,,8361.76156190353,2637.2431316908533,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
495,0.24280278877870537,451922.22574427223,4442915.654984412,1678.7884521484375,6914.205807077917,0,0.0,0,,8062.038974651604,2199.4690450813473,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
496,0.19422738787764035,451969.4957581016,4443407.115115466,1719.07177734375,8850.82065988929,1,5.148604483266703,0,,7748.6175446269035,1767.231279343875,0,0.0,6.588235294117648,1,2.0265990603054562,5.148604483266703,1
497,0.11556788466404755,452045.18993913376,4443901.562555129,929.177978515625,8040.1054429326805,4,34.611691748342395,0,,7428.547477541584,1353.618713042166,0,0.0,6.588235294117648,1,2.0265990603054562,34.611691748342395,1
498,0.0035482604670836796,452136.3100501489,4444198.26542799,49.412513732910156,13925.841744510479,0,0.0,0,,7205.867983351061,1100.6975812701342,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
500,0.06675459311348905,451947.43453852553,4445593.8947024755,374.05517578125,5603.437281766083,11,164.78266868167364,0,,6848.051232527195,730.3236414039337,0,0.0,6.588235294117648,1,2.0265990603054562,164.78266868167364,1
501,0.25,451916.1575750762,4445921.847749205,1927.9913330078125,7711.96533203125,5,20.0,3,3.451417004048583,6790.941899285816,843.8077609783325,0,0.0,3.451417004048583,0,1.4932224733668387,20.0,1
502,0.25,451916.1575750762,4446421.847749205,1524.3165283203125,6097.26611328125,4,16.0,0,,6687.045884369889,1104.1767142554434,0,0.0,6.588235294117648,1,2.0265990603054562,16.0,1
503,0.25,451916.1575750762,4446921.847749205,1699.0391845703125,6796.15673828125,10,40.0,3,5.978260869565218,6619.386183012809,941.0352208798549,0,0.0,5.978260869565218,0,1.942799726640921,40.0,1
504,0.25,451916.1575750762,4447421.847749205,1298.185302734375,5192.7412109375,10,40.0,96,5.912785388127854,6589.079163286286,923.9318214376636,0,0.0,5.912785388127854,0,1.9333726518013323,40.0,1
505,0.25,451916.1575750762,4447921.847749205,1209.6251220703125,4838.50048828125,0,0.0,0,,6596.639674883426,1133.4344452128964,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
506,0.25,451916.1575750762,4448421.847749205,1710.135009765625,6840.5400390625,1,4.0,0,,6641.93840534815,1467.705305415069,0,0.0,6.588235294117648,1,2.0265990603054562,4.0,1
507,0.25,451916.1575750762,4448921.847749205,1685.8067626953125,6743.22705078125,1,4.0,0,,6724.212709353515,1877.1372047594218,0,0.0,6.588235294117648,1,2.0265990603054562,4.0,1
508,0.25,451916.1575750762,4449421.847749205,1452.6871337890625,5810.74853515625,0,0.0,0,,6842.128860290775,1975.536762664527,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
509,0.25,451916.1575750762,4449921.847749205,1572.04736328125,6288.189453125,0,0.0,0,,6993.884337120293,2173.4110157440964,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
510,0.25,451916.1575750762,4450421.847749205,1399.1484375,5596.59375,0,0.0,0,,7177.332993613239,2299.4547112192126,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
511,0.25,451916.1575750762,4450921.847749205,906.3677368164062,3625.470947265625,0,0.0,0,,7390.114997846907,1894.0689546420272,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
512,0.25,451916.1575750762,4451421.847749205,667.1644287109375,2668.65771484375,2,8.0,0,,7629.776566950988,1545.154503902199,0,0.0,6.588235294117648,1,2.0265990603054562,8.0,1
513,0.25,451916.1575750762,4451921.847749205,671.2793579101562,2685.117431640625,0,0.0,0,,7893.869852093269,1299.0410605210907,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
514,0.25,451916.1575750762,4452421.847749205,882.4741821289062,3529.896728515625,0,0.0,468,5.718588640275387,8180.028852148361,1219.6363855306506,0,0.0,5.718588640275387,0,1.9048781087084343,0.0,0
515,0.25,451916.1575750762,4452921.847749205,265.056396484375,1060.2255859375,0,0.0,0,,8486.021612167402,1336.9809829989276,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
516,0.10826890928797792,451938.04216692457,4453286.595084788,36.57770538330078,337.8412660093394,0,0.0,0,,8704.040998582237,1506.295452411506,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
529,0.004370091328642002,452638.97021578066,4440136.12775275,0.0,0.0,0,0.0,0,,9470.34842468341,2337.224079914221,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
